"type","system","term_ja","term_en","aliases","description_ja","description_en","url","source"
"service","general","Cosense","Cosense","Scrapbox","オンラインでメモやノートを保存・整理するツール（旧称Scrapbox）．「リンク」や「タグ」でページを繋げられ，複数人での同時編集や共有ができる．","A tool (formerly Scrapbox) for storing and organizing notes online; pages can be connected with links and tags, with simultaneous editing and sharing.","/articles/cosense/","src/pages/online/tools.md"
"service","general","Discord","Discord","","グループやチーム内で使うコミュニケーションツール．「チャンネル」でのテキストチャットに加え，ボイスチャット（音声通話）もできる．","A communication tool for groups and teams; in addition to text chat in channels, it supports voice chat (voice calls).","/articles/online-interaction/#discord","src/pages/online/tools.md;src/pages/articles/cosense/index.md"
"service","general","Dropbox","Dropbox","","予算がある場合の代替クラウドストレージサービスとして挙げられている．","An alternative cloud storage service suggested when budget is available.","/google/drive/storage/","src/pages/google/drive/storage/index.md"
"service","general","eduroam","eduroam","","大学や研究機関等での相互利用が可能な無線LANサービスです．UTokyo Wi-Fiと同じユーザーID・パスワードで他機関でも利用できます．","A wireless LAN service usable across universities and research institutes with the same credentials as a UTokyo Wi-Fi account.","/systems/wlan/","src/pages/systems/wlan.mdx"
"service","general","EzProxy","EZproxy","EZproxy;イージープロキシー","附属図書館が提供する，契約電子ジャーナル・電子ブック・データベースを学外から利用するための仕組み．","A service provided by UTokyo Library for accessing subscribed e-journals, e-books, and databases from off-campus.","/eccs/vdi-windows/","src/pages/eccs/vdi-windows/index.mdx;src/pages/utokyo_vpn/index.md"
"service","general","Gather","Gather","","レトロゲーム風の遊び心のあるUIが特徴の会議ツール．交流のためのオンライン通話に使える．","A conference tool with a playful retro-game style UI, usable for online calls for informal interaction.","https://www.gather.town/","src/pages/online/tools.md"
"service","general","GeoGebra","GeoGebra","Geogebra","数式を記述するとグラフを簡単に出力できるオンラインツール．多角形や空間図形の描画，数式計算などもできる．","An online tool that easily outputs graphs from entered equations; also draws polygons and 3D figures and performs calculations.","https://www.geogebra.org/","src/pages/articles/paper-writing/index.md"
"service","general","GoodNotes 5","GoodNotes 5","","iPadで使える最もポピュラーと思われる手書きノートアプリ．有料アプリで，板書のオンライン化に活用できる．","The probably most popular handwriting note-taking app for iPad; a paid app useful for online board writing.","/articles/goodnotes-writing/","src/pages/online/tools.md"
"service","general","InkLecture","InkLecture","","情報理工学系研究科の五十嵐先生が紹介した，タブレットPC等で板書を行うためのWindows 10用のシンプルな板書アプリ（無限にスクロール可能な電子白板）．","A simple board-writing application for Windows 10 that enables handwritten online lectures on tablet PCs.","/online/topics/handwriting/","src/pages/online/topics/handwriting/index.md"
"service","general","Jupyter Notebook","Jupyter Notebook","","ブラウザベースで対話的に Python 等のコードを実行できる計算環境．UTokyo Azure では Azure Machine Learning 等で GPU 環境から利用できる．","A browser-based interactive computing environment for running code such as Python; available with GPU via Azure Machine Learning in UTokyo Azure.","/research_computing/utokyo_azure/ai/aml/","src/pages/research_computing/utokyo_azure/index.mdx"
"service","general","LINE","LINE","","メッセージングサービス．UTOLの通知をLINE経由で受け取る設定ができる．","A messaging service; UTOL notifications can be configured to be received via LINE.","/utol/notification/","src/pages/utol/students/integrations/index.mdx"
"service","general","LINEオープンチャット","LINE OpenChat","オープンチャット","チャットアプリ「LINE」の機能で，「友だち」でなくても「コード」を共有して参加できるトークルームを作れるもの．匿名のプロフィールを設定でき，学生も参加しやすい．","A feature of the LINE messaging app that lets you create Talk Rooms joinable via a shared code even without being registered as friends; a separate or anonymous profile can be set.","/articles/question-tools/#LINEopenchat","src/pages/online/tools.md"
"service","general","Mathpix","Mathpix","","スクリーン上や手書きの数式を読み取ってWordやpng等に変換できるソフト．無料版は月10回まで読み取り可能．","Software that recognizes equations on screen or handwritten and converts them to Word, png, etc.; the free version allows 10 recognitions per month.","/articles/paper-writing/","src/pages/online/tools.md;src/pages/articles/paper-writing/index.md"
"service","general","Mathpix Pro","Mathpix Pro","","Mathpixの有料版．無料版の月10回を超えて数式読み取りを行う場合に申し込む必要がある．","The paid version of Mathpix, required to recognize equations beyond the free version's 10 per month.","https://mathpix.com","src/pages/articles/paper-writing/index.md"
"service","general","MathWorksアカウント","MathWorks account","","MATLAB Graderで過去に作成した問題や問題集を利用するために用いるアカウント．","An account used in MATLAB Grader to access previously created problems and MathWorks Collections.","/utol/lecturers/integrations/matlab_grader/","src/pages/utol/lecturers/integrations/matlab_grader/index.md"
"service","general","Miro","Miro","","Miro社が提供するオンラインのホワイトボードツール．","An online whiteboard tool provided by Miro.","https://miro.com/","src/pages/online/tools.md"
"service","general","Mobile Security","Mobile Security","","ウイルス対策ソフトウェア包括ライセンスで提供されるTrendMicro社の製品（Android，iOS・iPadOS向け）．","A TrendMicro product for Android and iOS/iPadOS provided under the UTokyo Antivirus License.","/antivirus/","src/pages/antivirus/index.md"
"service","general","Moodle","Moodle","","誰もが利用できるオープンソース形式の学習管理システム．","An open-source Learning Management System available for anyone to use.","/articles/itc-lms/","src/pages/articles/itc-lms/index.md"
"service","general","NII FileSender","NII FileSender","","国立情報学研究所（NII）が提供するファイル転送サービスです．","A file transfer service provided by the National Institute of Informatics (NII).","/filesender/","src/pages/systems/index.md"
"service","general","Padlet","Padlet","","Padlet社が提供するオンラインの「デジタルキャンバス」．","An online digital canvas provided by Padlet.","https://padlet.com/","src/pages/online/tools.md"
"service","general","Remo","Remo","","画面上の自分のアイコンを動かして擬似的な「テーブル」を移動できることが特徴の会議ツール．交流のためのオンライン通話に使える．","A conference tool where you move your icon between pseudo tables on screen; usable for informal online interaction.","https://remo.co/","src/pages/online/tools.md"
